UniqueID,Keyword
H5O3S6U5KT_ZIBUD2UDAQL3GMQ,Israeli military|Hamas command|control centres|Gaza|Khan Younis|Israel Defense Forces|terror infrastructure|Col Mickey Sharvit|Kiryati Brigade|Israeli shelling|Palestinians|Hamas-run health ministry|refugee camps|Yoav Gallant|Israel’s defence minister|Hezbollah|Amos Hochstein|US diplomatic envoy|Antony Blinken|US Secretary of State|Catherine Colonna|French foreign minister|Middle East|Matthew Miller|State Department spokesman|Emmanuel Macron|French president|Lebanon|Saleh al-Arouri|Hamas leader|Saudi Arabia|Qatar|Israeli ministers|Gaza Strip|Itamar Ben-Gvir|Bezalel Smotrich|Benjamin Netanyahu|Yemen’s Houthi rebels|Lord Cameron|Nur Shams refugee camp|West Bank|Tulkarm|Tulkarm Brigades|Fatah|Iran|Qasem Soleimani|Ayatollah Ali Khamenei|Volker Turk|UN High Commissioner for Human Rights|Hassan Nasrallah|Hezbollah|Anthony Blinken|Hassan Sharif|New Jersey|Matt Platkin|China|Wang Wenbin|Chinese foreign ministry spokesman|Ayatollah Ali Khamenei|The Telegraph
HK6FB9O5TG_5BZI34GWZPZOXE1,Ukrainian Security Service|Counterintelligence Department|Kyiv|former official|Russia's Federal Security Service|FSB|Russian-backed terrorists|Luhansk Oblast|annexation|Ukraine's eastern territories|Rostov Oblast|Security Service of Ukraine|SSU|Kyiv City Prosecutor's Office|political expert|Kremlin's aggressive policy|Volodymyr Yakovlev|occupied city of Luhansk|Russia's full-scale invasion|Ukraine's national interests|5th Service of the FSB|social media|propaganda media|national hatred|Russia's blatant armed aggression|annexed to Rostov Oblast|Russian Federation|Russian symbols|communist party membership card|medals|Russian insignia|remanded in custody without bail.
HOGL9VFKT3_KDGJQ3V59AS9MZX,NEW YORK|AP|JetBlue|CEO Robin Hayes|step down|Joanna Geraghty|first woman|major U.S. carrier|president and chief operating officer|profitable growth|retire for health reasons|purchase Spirit Airlines|Justice Department|British Airways executive|transatlantic flights|American Airlines|Alaska Airlines|Virgin America|Frontier|low-fare airline
HPAQK7U9L8_2IMP9ZN992RM4UW,Chicago police|public's help|missing teen|Albany Park|New Year's Eve|Lizieric Lima|15|home|3400 block of West Sunnyside Avenue|disappeared|Dec. 31|5-foot-2|brown eyes|brown hair|Chicago PD's Area 5 SVU
I2WGEA48IN_8FXY9V6O639OHET,US State Department|war in Ukraine|Russia|European Pravda|State Department spokesperson|Matthew Miller|battlefield developments|Ukraine's independence|Ukraine's economy|White House|Russian army|war of aggression|US presidential administration|Vladimir Putin|ceasefire
I5JPK3EZTQ_IQP4J22G9VYV7PL,young Australian father|Bali|scooter accident|major head injuries|Kevin Malligan|brain bleed|fractured neck|induced coma|pregnant wife|Leah|GoFundMe campaign|medical flight|insurance|medical bills|fundraising
IHQYZNIPRS_3Q9CM5XGJ3RRXEH,
IL3PDLU6QT_O3MRCVTX89IO17N,Boeing passenger jets|grounded|refrigerator-sized hole|plane mid-flight|Alaska Airlines service|Boeing 737 Max 9|US Federal Aviation Administration (FAA)|safety checks|Britain’s Civil Aviation Authority (CAA)|aircraft inspections|emergency landing|National Transportation Safety Board|depressurisation|emergency inspections|Alaska Airlines|United Airlines|Boeing 737 Max 9 aircraft|FAA administrator|Boeing Max fleet|safety issues|seat belts|oxygen masks|depressurisation|hypoxia|cabin temperature|debris|airline staff
IYZHUJBD45_05HAXW442P4DQTM,German biotechnology company|Evotec SE|strategic partnership|US pharmaceutical firm|Bristol Myers Squibb|$25 million payment|research|EVT8683|in-licensed|BMS-986419|Phase II study|strategic neuroscience collaboration|December 2016|March 2023|Cord Dohrmann|chief scientific officer|drug discovery phase
J226LXOCHH_ZTKJ5X85EYVDS1T,NATO-Ukraine Council|Wednesday|Russia|heavy air attacks|neighbouring country|Western defence alliance|NATO Secretary General|Jens Stoltenberg|ambassadorial-level meeting|Ukraine’s request|Russian missile and drone attacks|Ukrainian civilians|cities and towns|air defence systems|Kiev|Ukrainian Foreign Minister|Dmytro Kuleba|air defence capabilities|Euro-Atlantic unity|Russian terror escalation|cooperation|Ukraine's admission to NATO
J5OCH7KV3Y_9X7ODUKS2YNHVDH,
J9K97T0728_6XF5784DUUGDH6N,Alaska Airlines|Boeing 737 Max 9|grounded|fuselage|emergency landing|Oregon|UK Civil Aviation Authority|Evan Smith|Diego Murillo|Elizabeth Lee|Jessica Montoia|Ben Minicucci|US Federal Aviation Administration|Flydubai|National Transportation Safety Board|John Strickland
JALZ370IL8_RH8EXD13S2WJJCH,
JBTT6XGPP1_0XNIM3YV44G53C4,Israeli man|Palestinian terrorist group|Hamas|Gaza Strip|Israeli soldier|stealing weapons|military gear|Roi Yifrach|Tel Aviv|combat operations|indictment|southern Israel|anti-terrorism units|Benjamin Netanyahu|weapon thefts|Eitan Sabag|paramedic|first responder organization|IDF approval|military equipment|assault rifle|stun grenades|drone|detonators|The Times of Israel|The Associated Press
JDJMKM63P7_WWTQMID13X5Y9QV,Russian troops|122 Shahed-136/131 attack drones|Ukraine|31 December|New Year’s Eve|Air defence systems|87 drones|General Staff of the Armed Forces of Ukraine|Facebook|96 Shahed-136/131 UAVs|66 attack UAVs|26 Shahed-136/131 attack UAVs|21 enemy drones|settlements|airstrikes|55 combat engagements|13 missile strikes|127 airstrikes|181 attacks|multiple-launch rocket systems|Ukrainian troops|Russian terrorist attacks|killed and injured civilians|residential and apartment buildings|civilian and industrial infrastructure|150 settlements|Russian artillery fire|Sivershchyna and Slobozhanshchyna fronts|military presence|border areas|sabotage activities|minefields|state border|Russia’s Belgorod Oblast|Khortytsia Operational Strategic Group|Kupiansk front|11 Russian attacks|Synkivka and Petropavlivka|Lyman front|assault operations|Makiivka|Bakhmut front|10 attacks|Bohdanivka and Andriivka|Avdiivka front|Russian forces|Ukrainian soldiers|significant losses|Stepove and Avdiivka|Pervomaiske and Nevelske|Marinka front|Ukrainian Defence Forces|Novomykhailivka|Shakhtarsk front|Urozhaine|Zaporizhzhia front|Ukraine's Defence Forces|Robotyne and south of Novodarivka|Kherson front|bridgehead|13 unsuccessful assault actions|Ukraine's Air Force|11 clusters of Russian military personnel|Ukraine’s Rocket Forces and Artillery units|nine clusters of Russian military personnel|three ammunition storage points|command post|Roman Shukhevych Museum|Lviv|night drone attack|university in Dubliany|Stepan Bandera|Organisation of Ukrainian Nationalists
JMTCR3GM13_VRNWIM3ISFVWSFM,ROUND ROCK| Texas|KXAN|Round Rock Police Department|three suspects|aggravated assault|Twin Peaks|100 Louis Henna Blvd|physical altercation|minor facial lacerations|handgun|silver Jeep Latitude|Detective Turck|pturck@roundrocktexas.gov|suspect description|KXAN Austin
JOXKRT88BY_XY5U1QGDPHE4KSK,French Education Minister|Gabriel Attal|weekly cabinet meeting|presidential Elysee Palace|Prime Minister|Christian Liewig|Corbis/Getty Images|Emmanuel Macron|Elisabeth Borne|resignation|openly gay|Stéphane Sejourné|European Parliament|performance metrics|academic performances|ban on Abayas|European Parliament elections|IPSOS poll|approval rating|French politics|health ministry|resurgent right|French parliament|Macron's agenda|pension reform plans|Renaissance party|immigration bill|Politico's poll of polls
JZT2HEHS9Y_ZVIN8PNY0W2FQ4X,UK police|fraud offences|Britain's post office scandal|miscarriages of justice|British legal history|faulty accounting software|theft and false accounting|television drama|London's Metropolitan Police|investigating potential fraud offences|Post Office|Horizon IT system|Japanese technology giant Fujitsu|High Court judge|compensation|UK government|payout|television series|Mr Bates vs the Post Office|ITV|potential new victims
K4DPJS3GPY_G8RS9A30D284RUN,Russia|Kinzhal hypersonic missiles|Ukrainian capital Kiev|Ukrainian air force|rocket|fire|Vitali Klitschko|missile hits|power outages|gas pipeline|water supply|airstrikes|Kharkiv|Poland|NATO|European Union|Polish General Staff|Russian missile|Polish airspace|Ukraine
K56T13936C_6RTWFI4Z50SF1YY,NEW ORLEANS|WGNO|Mayor LaToya Cantrell|Office of Workforce Development|Notice of Funding Availability|sustainable workforce|America Rescue Plan Act|Workforce Development project|priority projects|New Orleans police|Little Woods crash|green infrastructure|sustainability|resilience industries|cultural and performing arts|barriers to employment|training and certification|in-demand jobs|Sunae Villavaso|COVID-19 pandemic|Investment in Workforce Development program|WGNO app|Sen. Bob Menendez|Fire Dennis Allen|Democratic Senate Armed Services|NASA|Girl Scout cookie season|WGNO
K5CSX6MNPN_OOSSU018BXD5HP5,Colorado mother|murder|children|London court|arrest|UK|Kimberlee Singler|residential property|Colorado Springs police|burglary|Singler family home|National Crime Agency|national extradition unit|Kensington|Westminster Magistrates’ Court|extradition|United States|first-degree murder|attempted murder|CNN|charges|children under age of 12|Colorado Springs Police Department|custody|United Kingdom|Kevin Wentz|children’s father|grief|shock|privacy|court records|neglect|child placement|divorce case|temporary protection order|KKTV
K9SXHQYJZG_B31OIM341652BHQ,Turkey|arrested|spying|Israel’s Mossad intelligence agency|assault and kidnapping|foreign nationals|Turkish soil|Recep Tayyip Erdogan|Benjamin Netanyahu|Adolf Hitler|espionage activities|national unity and solidarity|Ali Yerlikaya|Operation Mole|Hamas terrorists
KAVGVVTQR7_4ULG0PM3HMC2CRI,National Rifle Association|NRA|Wayne LaPierre|resignation|Second Amendment|legal battle|New York civil case|Letitia James|self-dealing|mismanagement|negligent oversight|accountability|lobbying|gun control measures|New York State Rifle & Pistol Association v. Bruen|fundraising|bankruptcy|Andrew Arulanandam|Charles Cotton|The Hill
KFC8WDF7EZ_N1FZC7AQX07ULPY,Chanel Iman|SI Swimsuit|Atlanta|Madagascar|Derek Kettela|Utah|James Macari|brand feature|Zanzibar|East Africa|python|Davon Godchaux|Italy|Sterling Shepard|YouTube
KGMQ3JBP7I_G5J1R88HC2DVRTN,American Tower Corp.|sell|operations|India|Brookfield Asset Management|$2.5 billion|US networking company|close in 2024|infrastructure investment trust|telecommunications tower|data center businesses|smartphone usage|75|000 towers|overseas business|Citigroup Inc.|CDX Advisors LLC
KJFWSC3RRN_80OZJBK1H2Y8MBF,China|anti-dumping probe|European Union brandy exporters|preliminary inquiry|multi-billion dollar market|domestic producers|Chinese Commerce Ministry|brandy imports|China Liquor Industry Association|domestic brandy sector|Chinese firms|Ministry of Finance|Anti-Dumpling Regulations|France|Remy Martin|Hennessy|European Commission|investigation|subsidies|electric vehicle makers|anti-competitive|Ursula von der Leyen|Chinese electric cars|state subsidies|protectionist act|biodiesel|renewable fuel|artificially low|EU brandy|wine war|Australia|duties|Australian imports|domestic winemakers
KNG1U0JIYC_1IVNKO7800FJIYT,Russia|Ukraine|prisoners exchange|United Arab Emirates|Ukrainian President|Volodymyr Zelensky|soldiers|sergeants|officers|civilians|social media|Russian state news agency|TASS|Margarita Simonyan|Rossiya Segodnya media group|Azov regiment|terrorist organization|UAE's Foreign Ministry|war conditions|peaceful solution|diplomacy|dialogue|reducing escalation|largest prisoner exchanges
LB9FM8H5PJ_HJ3LVYL9IBP4FJ5,BRUSSELS|NATO|Patriot missiles|protect territory|Russia|air assault|Ukraine|Support and Procurement Agency|Germany|Netherlands|Romania|Spain|cruise and ballistic missiles|enemy aircraft|$5.5 billion|defense systems|Russian missile and drone attacks|Ukrainian civilians|Jens Stoltenberg|ammunition production|non-lethal support|weapons and ammunition|winter war of attrition|front line|civilians killed|largest cities|Russian missiles|injured|two-year mark|war in Ukraine
LEZER0UIQI_16WEEV773851VPK,chief of Lebanon's Hezbollah movement|Hassan Nasrallah|Israel|war on Lebanon|Hamas's deputy leader|Saleh al-Aruri|Israeli army spokesman Daniel Hagari|Israel-Hamas war|Beirut's southern suburbs|Islamic Revolutionary Guard Corps General Qasem Soleimani|Lebanese security official|guided missiles|Shatila Palestinian refugee camp|Hezbollah members|civilians
LGXKNC20MK_VH6LEHVWQLROWIF,Estonians|Ukraine|2023|charitable donations|Estonian public broadcaster ERR|Private individuals|companies|organizations|3 million euros|Ukrainian charitable organizations|NATO membership|Ukrainian humanitarian organizations|1|790|000 euros|Volunteer Rescue Association|1|266|713 euros|MV-4 demining robot|Glory to Ukraine|fundraising
LLS4WTEAE2_2IG83KO0UWBDR25,
LQCM1DO6T6_ZV0KSVYYUCSV73E,Ukraine|SBU security service|webcams|Kyiv|Russian special services|Ukrainian air defenses|compromised webcams|critical infrastructure|Ukrainian Armed Forces|Russian missile strikes|surveillance tool|YouTube|residential complex|drone and missile attack|Patriot air defense system
LRU3OE0359_OQSIEM6TUOUPI44,European council president|Charles Michel|step down early|Viktor Orban|nationalist Hungarian president|European parliament elections|liberal Reformist Movement|EU summit|successor|Russia’s invasion of Ukraine|Vladimir Putin|rotating presidency|European parliament deputy|Renew Europe party|European Commission|Ursula von der Leyen|simple majority|political will|British journalism|The Telegraph
LSKUH2C4DD_D58096APB5P21QU,
LTDF0569TL_P616621IZFPM064,Ukrainian forces|railway bridge|fuel tanks|engineering machinery|Hranitne|Mariupol|Petro Andriushchenko|Telegram|Russian plans|railway|missiles|anti-aircraft missile systems|Mariupol Resistance|military target|ammunition and equipment
M0AGSV3DO0_YCHGOLTDEZVVFLO,Georgia Representative Sandra Scott|2024 legislative session|Democratic lawmaker|gun violence|House members|legislation|Forest Park|Brandon Harris|random attack|Victor Demetrious Baymon|tax office|FOX 5's Deidra Dukes|gun owner|gun laws|common sense gun legislation
M1FVOY5OKD_A8XRH3G8YC1081O,European Union|sanctions|Russian diamonds|state-run mining company|PJSC Alrosa|Pavel Alekseevich Marinychev|Russian Federation|12th sanctions package|import ban|Russian defense industry|European Commission|individuals and entities|Russia's 2022 full-scale invasion of Ukraine|assets frozen|European financial institutions
M7UJ0SG5L1_BLRS60ZUD8V8CO4,dive team|Florida|body|woman|missing|11 years|Sunshine State Sonar|Sandra Lemire|van|pond|Disney World|Orlando|Kissimmee|online dating|2004 red Ford Freestyle van|remains|Florida Highway Patrol|crash investigation|Timothy Lemire|medical examiner's office
M87MSZI6T2_UXVG0Z3R9YYOUUK,LITTLE ROCK| Ark.|Arkansas lawmakers|bipartisan bill|federal recreation areas|Lake Access Keeping Economies Strong Act|LAKES Act|U.S. Army Corps of Engineers|recreation fees|Rep. Bruce Westerman|Rep. Steve Womack|Democrat Jared Huffman|Arkansas tourism|Senate|outdoor recreation|Natural State’s GDP|Gov. Sarah Huckabee Sanders|economic role of recreation|largest outdoor recreation providers|efficiencies|bureaucratic red tape|outdoor recreation equipment manufacturers|underfunding of Corp programs|House Committee on Transportation and Infrastructure|KARK
MAN3MHH0VL_TCIUBG3RNVJ0E7S,MOGADISHU| Somalia|Somaliland's defense minister|resigned|protest|government|agreement|Ethiopia|access|Somaliland's coastline|Abdiqani Mohamud Ateye|Somalia|sovereignty|independent state|Somaliland President Muse Bihi Abdi|Ethiopian troops|Ethiopian marine force base|Gulf of Aden|Ethiopian Prime Minister Abiy Ahmed|memorandum of understanding|coastline|economic benefits|landlocked country|Djibouti|Matt Bryden|Sahan Research|African Union|Arab League
MBHIT0PV9E_LWERGBDWM141NIA,Hezbollah-linked news outlets|deputy Hamas leader|Saleh Arouri|Israeli air strike|Al-Mayadeen|Beirut suburb of Dahiyeh|Israeli officials|surgical precision of the attack|Netanyahu adviser Ambassador Mark Regev|Hamas leadership|founders of Hamas' military wing|terrorist group's operations in the West Bank|Israeli Defense Forces|Oct. 7 terrorist attack|key Hamas leaders
MFRAVAKVUW_NAZKK8MFDWD4ZTT,Reuters|Ukraine|missile and drone attacks|Russia|Belgorod|defence ministry|Vyacheslav Gladkov|unexploded munitions|evacuation|Defence ministry explosive technicians|power line|New Year period|Vladimir Putin|Tochka-U ballistic missiles|Vilkha heavy multiple rocket launcher
MG0KXCWWYE_OOO4YYM1N7DL21Z,Arizona man|shot|Christmas Eve|crossfire|smuggling gangs|Sonora|U.S.-Mexico border|Craig Ricketts|Oquitoa|Altar|Phoenix market|Lukeville-Sonoyta Port of Entry|Nogales|Sasabe Port of Entry|cartel gangs|migrant smuggling routes|travel advisory|crime|kidnapping|Puerto Libertad|real estate development|Tempe|Federal Highway 2|Rocky Point|Lukeville Port of Entry|U.S. Customs and Border Protection|asylum seeker processing
MHSAF8M9Z8_JWBYVCOKNGL28NT,Taiwan|presidential election|pro-Western|pro-China|candidates|China|aggression|Stuart Lau|Politico|Axel Springer|Xi Jinping|reunification|Beijing|Washington|global security|microchips|William Lai|Democratic Progressive Party|Hou Yu-ih|Kuomintang party|Tsai Ing-wen|Taiwan Strait|Communist government|Taipei|national defense|corruption|Taiwan independence|war|Bi-khim Hsiao|ambassador|Harvard graduate|New Taipei City|Communist takeover|Taiwan People's Party|Ko Wen-je|youthful support|Hong Kong protests|Legislative Yuan|geopolitical rivalry|South China Sea|military options|democracy|reunification|Long March|rocket|abyss of catastrophe|US|Nancy Pelosi|People's Liberation Army|military exercises|Business Insider
MK63TC9B2B_OW3NRZKH2RPN4VC,University of Utah|President Taylor Randall|task force|viewpoints|campus climate|Viewpoint Representation and Expression Task Force|Jason Perry|David P. Gardner|survey research|focus groups|policies and practices|viewpoint diversity|diversity statements|hiring practices|Utah Gov. Spencer Cox|diversity| equity and inclusion
MMMANJGRHK_QXQLT6XHSC5JVU3,4 January|Russian troops|settlements|Donetsk Oblast|attack|killed|injured|Donetsk Oblast Prosecutor's Office|Facebook|Katerynivka|Pokrovsk district|tube artillery|shell explosion|68-year-old man|86-year-old pensioner|Krasnohorivka|73-year-old woman|Avdiivka|Grad multiple-launch rocket system|55-year-old resident|shrapnel wound|hospitalised
MPZ7UNNH1Z_ABAHC2JCJIMJT2Y,Natalia Grace|Ukrainian orphan|dwarfism|adopted parents|Investigation Discovery|Jason Sarlanis|The Hollywood Reporter|Kristine and Michael Barnett|FBI Special Agent Kenneth J. Maxwell|spondyloepiphyseal dysplasia congenita|Marion County|Lafayette| Indiana|TruDiagnostic|biological aging|Beth Karas|Larue Carter|Indiana mental hospital|Bishop Antwon Mans|Cynthia Mans|HBO Max|Discovery +
MRDVZBVFWJ_LWWSMPG55UUWE62,Nepal|work permits|Russia|Ukraine|war|Reuters|illegal recruitment|Russian army|compensation|families|fallen soldiers|Russo-Ukraine War|Nepalese authorities|missing citizens|Russian Defense Ministry|Labor migrants|government support|emergencies|Kabiraj Upreti|Department of Foreign Employment|Nepalese Foreign Ministry|Ukrainian captivity|warring countries|Ukrainian Special Operations Forces’ National Resistance Center|mercenaries|Cuba|eastern front line|The New Voice of Ukraine
MSOUXPDW5S_I8JMK7HWWA6IKVG,Taiwan|presidential election|Hong Kong|immigrants|Democratic Progressive Party|Beijing|civil liberties|autonomy|anti-government protests|citizenship|migration strategies|national security law|free speech|liberties|permanent residency
MT0SOILOS3_8439A176WC6FJ42,WARSAW|Poland|Japanese Foreign Minister|Yoko Kamikawa|NATO nation|Ukraine|Foreign Minister Radek Sikorski|President Andrzej Duda|Russia's full-scale invasion|drone detection systems|Ukrainian refugees|strategic partners|East Asia|Noto Peninsula earthquake|passenger plane and Japanese coast guard aircraft collision
MUVX0P8X8K_FOMEG5FHP6PHN0S,Japan coast guard aircraft|Japan Airlines passenger plane|collision|Tokyo's Haneda airport|evacuated|Japanese transport minister Tetsuo Saito|earthquake|Airbus 350|New Chitose Airport|Hokkaido|Ishikawa prefecture|New Year's Day earthquake|Prime Minister Fumio Kishida|runway|Haneda airport|commercial aviation accident
MVXXXTK47B_OMA3D8IT1PMQL4C,Lord David Cameron|Israel|international law|Gaza|foreign secretary|government lawyers|Hamas|war|Palestinians|South Africa|International Court of Justice|humanitarian aid|arms exports|Bob Seely|Rishi Sunak|British nationals|hostages|ceasefire|Antony Blinken|Palestinian Authority|Israeli-occupied West Bank|Palestinian state
N1GBAND0JV_VVR3FXJBV5ZI10M,Italy's Prime Minister Giorgia Meloni|Ukraine|Group of Seven (G7)|major democratic industrialised nations|Russian aggression|Italy's G7 presidency|US|Germany|Canada|Britain|Japan|France|EU|Russian military invasion|accession negotiations
N2DB4PNOSJ_516HFD00ULC7SZ9,Israel's war|Hamas|Gaza|U.S. Secretary of State|Antony Blinken|Arab leaders|Middle East|Qatari Prime Minister|Al Thani|Doha|Israel-Hamas war|Palestinian enclave|Turkish President|Recep Tayyip Erdogan|Jordanian King Abdullah II|Turkey|Greece|Jordan|Qatar|United Arab Emirates|Saudi Arabia|Israel|occupied West Bank|Egypt|Hezbollah|Houthi rebels|Red Sea|U.S. military personnel|Iraq|Syria|cease-fire|Palestinians|United Nations relief agency|Palestine refugees
N3PP9A69GG_0H4CJG6RSE6LV4Y,Janusz Wojciechowski|European Commissioner for Agriculture|agricultural imports|Ukraine|EU|European Commission regulation|duty-free trade|Ursula von der Leyen|Valdis Dombrovskis|EC Vice-President for Trade|European Pravda|Polish media outlet RMF FM|safeguard provisions|quantitative restrictions|Russia
N4CVHE5H6B_8GA3J4EG7TOKC1P,Jan. 6 (UPI)| 'U.S. Secretary Antony Blinken| 'Middle Eastern diplomatic push| 'Turkish President Recep Tayyip Erdogan| 'Israel's war with Hamas| 'regional conflict| 'Turkish Foreign Minister Hakan Fidan| 'Istanbul's Vahdettin Mansion| 'Gaza humanitarian crisis| 'Sweden's NATO accession process| 'Israel and Hamas' Lebanese allies Hezbollah| 'Israel Defense Forces| 'Sheikh Saleh al-Arouri| 'Israeli drone strike| 'Hezbollah targets| 'U.S. State Department| 'Iran-backed Houthi rebels| 'European Union foreign affairs chief Josep Borrell| 'Lebanese Armed Forces Commander General Joseph Aoun| 'United Nations Interim Force in Lebanon
NCYGPXC3O5_F07VK9XUBT8QP0B,DHAKA| Bangladesh|Prime Minister Sheikh Hasina|Bangladesh's parliamentary election|Awami League|fourth consecutive term|Election Commission|Jatiya Party|Kallyan Party|Bangladesh Nationalist Party|Khaleda Zia|one-sided election|arson attack|passenger train|corruption charges|vote-rigging|neutral caretaker government|Michael Kugelman|South Asia Institute|Wilson Center|Abdul Moyeen Khan|Islamic militancy|one-party state|global economic slowdown|labor unrest|Associated Press|Al-Emrun Garjon
NFZ1V6AHHH_1NCMEBMC2HD6T05,Michigan millionaire politician|quality guru|corporate lawsuits|medical data breach|Perry Johnson & Associates Inc.|health care consulting|medical transcription firm|2022 Republican candidate|governor of Michigan|2024 candidate for president|cyberattack|HIPAA Journal|Health Insurance Portability and Accountability Act|class-action|negligence|unjust enrichment|data breach|Northwell Health|New York's largest health system|Office for Civil Rights|U.S. Department of Health and Human Services|Detroit Free Press
NKRAPNR8B3_GULN0Q4BOUY7ABM,Belarusian woman|Poland's Internal Security Agency|espionage|Polish radio RMF24|spying operations|Polish security services|Belarusian diaspora|Belarus' secret police|ABW officers|Polish court|Warsaw|Minsk|Russian allies|Russian invasion of Ukraine|NATO|EU member|Poland military support|humanitarian support|Kyiv|Russian spy network|espionage ring|Belarusian citizen|Belarus Weekly|Lukashenko|Ukrainian children|Kyiv Independent
NQAV466W9K_GFLAO8ZM5CX0DF5,Ju-min Park|Minwoo Park|Yeonpyeong Island|South Korea|Kim Jeoung-hee|bomb shelter|North Korean troops|North-South tensions|maritime border|North Korean casualties|artillery drills|live-fire exercises|armed forces|spy satellite|2018 military accord|Defence Ministry|South Korean marines|military personnel|Chinese fishing trawlers|coast guard official|Chinese fleets|Andrew Heavens|Josh Smith|Reuters
NQLDRB0TJI_J4GUUFYQF3B5W2T,China's Taiwan Affairs Office|peaceful reunification|Taiwan Strait|Song Tao|Taiwan's presidential and parliamentary elections|President Xi Jinping|New Year Eve's address|cross-strait relations|Taiwan's government|sovereignty claims|Democratic Progressive Party|Kuomintang|one country| two systems|Taiwan's formal independence|external forces
NREX9PYVDS_O4MZR0CY3PD8XFI,Germans|Russia's war|Ukraine|end in 2024|YouGov sociological institute|dpa news agency|European Pravda|DW|conflict in Gaza|online survey|15-19 December|2|092 respondents|German adults|German Chancellor Olaf Scholz|support for Ukraine
NTDHX3KPGO_WWCR34G61AZIGU3,Israel's Supreme Court|judicial overhaul law|Prime Minister Benjamin Netanyahu|Likud party|war on Hamas|national unity|military spokesman Daniel Hagari|Israel Democracy Institute|central bank|fiscal adjustments|Gaza|South Africa|International Court of Justice|genocide|Hamas|US Secretary of State Antony Blinken|Palestinian Authority|Benny Gantz|new elections|Hezbollah in Lebanon|US special envoy Amos Hochstein|Saleh Al-Arouri|Labor Party|Merav Michaeli|Gwen Ackerman|Bloomberg Businessweek
NU5SWHHMTY_E38ZGA1Z3JGWQOX,U.S. manufacturing|December|contraction|production|factory employment|Institute for Supply Management|manufacturing PMI|contraction in manufacturing|Economists|Reuters|overall economy|factory surveys|hard data|economy|annualized rate|new orders sub-index|factories|customers' inventories|manufacturers|inventory levels|factory gate|goods deflation|supplier deliveries|factory employment|attrition|hiring freezes|layoffs|manufacturing payrolls|United Auto Workers union|nonfarm payrolls|unemployment rate|Lucia Mutikani|Chizu Nomiyama
NW032N2NAW_EJIX22OHCZS8XPX,Turkey|detained 34 people|spying|Israel's Mossad intelligence service|President Recep Tayyip Erdogan|Hamas|Palestinian militant group|foreign intelligence agency|Turkish-Israeli relations|Mediterranean Sea natural gas pipeline project|Middle East|Israeli tourists|United Nations meeting|Gaza war|humanitarian crisis
O4N3O2N1LK_52GU0HSSZS0466P,Ukrainian drone|Ukrainian soldier|Russian captivity|safety|95th Air Assault Brigade|Facebook|operation|strike drone|enemy|Mavic UAV|Russian|grenade|Kevin|paratroopers|The New Voice of Ukraine
O7D7Y24V4T_2K06OERHDI8C0VA,Boeing passenger jets|grounded|refrigerator-sized hole|mid-flight|Alaska Airlines|Oregon to California|Boeing 737 Max 9|US Federal Aviation Administration (FAA)|safety checks|Britain’s Civil Aviation Authority (CAA)|aircraft grounding|travel chaos|emergency door|National Transportation Safety Board|emergency landing|depressurisation|Alaska Airlines|Boeing 737 Max 9 aircraft|safety inspections|FAA|United Airlines|Boeing Max fleet|emergency exit|seat belts|oxygen masks|depressurisation|hypoxia|cabin temperature|debris|brace position
O7I0QNPB8U_6DHFIRD5CAFY8CQ,TAIPEI|Taiwan|William Lai|dialogue|China|Beijing|democratic Taiwan|independence|Chinese Communist Party|annex|political|economic|defense deterrence|economic security|partnerships|democracies|cross Strait relations|Beijing|equality|dignity|peace|war|vice president|election|President Tsai Ing-wen|Nationalist Party|KMT|Hou You-yi|unification|Taiwan People's Party|Ko Wen-je|confrontation|legislature|DPP|economy|public welfare|employment opportunities|housing prices|birth rate|wealth gap|international gatherings|diplomatic allies|financial inducements|People's Liberation Army|Defense Ministry|intelligence-gathering technology|weapons purchases|U.S.|national service|defense spending|civil war|People's Republic of China
OEY7PQZ31D_BPQ24TBWUI7DPER,Western air defense systems|Russia|breach|Ukraine's air defenses|Institute for the Study of War|ISW|aerial attacks|residential areas|civilian infrastructure|missiles|drones|air defense support|allies|technological race|air superiority|long-range strike capabilities|Valerii Zaluzhnyi|Russian Kinzhal air-launched ballistic missiles|U.S.-designed Patriot air defense systems|military aid|defense-industrial base|domestic weapons production|President Volodymyr Zelensky|arms and equipment|U.S. National Security Adviser Jake Sullivan|battlefield innovations|funding|Kyiv Independent
OJ55RY32O5_TNG6258H1RNQBKR,Russian prisoners-of war|gratitude|Ukrainian forces|humane treatment|Ukrainian Parliamentary Commissioner for Human Rights|Dmytro Lubinets|Geneva Conventions|prisoner swap|POWs|medical care|Ukrainian POWs|prisoner exchange|President Volodymyr Zelenskyy|Azovstal|Mariupol|Snake Island|Russian Navy|full-scale invasion|weight loss|tortured in captivity
OO0TRHR8Q5_0H5V2BC1TO3AQDG,Ukraine|IT company|SoftServe|international consortium|lunar construction technology|NASA|Forbes|Astroport|launch pads|Moon landings|Robotics & Advanced Automation department|robotic systems|Lubomyr Demkiv|STTR program|commercialization|IBM|Cisco|Panasonic|Cloudera|Henry Schein|Spillman Technologies|Astroport Space Technologies|$1.3 million grant|NASA STTR 2023 Phase II project
